filename^document_name^parties^agreement_date^effective_date^expiration_date^renewal_term^notice_period^governing_law^non_compete^exclusivity
135^FORM OF CONTENT LICENSE AGREEMENT^Beijing Sun Seven Stars Culture Development Limited ('Licensor'); YOU ON DEMAND HOLDINGS, INC ('Licensee')^1/2/2015^1/2/15^1/2/35^^^New York^No^No
136^CONTENT LICENSE AGREEMENT^Digicorp, Inc. ('Company'); New China Media LLC ((a/k/a New China Media LLC) ('NCM'); YGP, LLC ('YGP'); TWK Holdings, LLC. ('TWK'); (NCM, YGP and TWK individually and collectively referred to as 'CONTENT PROVIDER')(COMPANY and CONTENT PROVIDER are hereinafter sometimes collectively referred to as 'Parties')^6/2/08^6/2/08^6/2/10^successive 2 years^90 days^California^No^Yes
137^CONTENT LICENSE AGREEMENT^PACIFICAP ENTERTAINMENT ('Licensor'); HENRY FILM AND ENTERTAINMENT CORPORATION ('Licensee')^11/3/05^^^successive 3 years^60) days^California^No^Yes
138^Program Content License Agreement^Phoenix Satellite Television Company Limited ('Party A''Phoenix Satellite TV'); Beijing Tianying Jiuzhou Network Technology Co., Ltd ('Party B')^11/24/09^11/24/09^11/24/14^^^People's Republic of China^No^Yes
139^  CONTENT LICENSE AGREEMENT^World Book, Inc. ('World Book'); HSW International, Inc. ('HSWI')^9/17/08^9/17/08^^^^New York^Yes^Yes
140^Media Content and License Agreement^Watchit Media; Oceanic Time Warner Cable^^8/31/07^12/31/06^^^^No^Yes
141^CONTENT LICENSE AGREEMENT^CHINA ECONOMIC INFORMATION SERVICE OF XINHUA NEWS AGENCY ('CEIS'); XINHUA FINANCIAL NETWORK LIMITED ('XFN')^12/15/01^5/18/00^5/18/20^10 years^^Hong Kong^No^Yes
142^CONTENT LICENSE AGREEMENT^Emdeon Corporation ('Emdeon'); WebMD, Inc. ('WebMD')^10/1/05^10/1/05^8/31/06^1 year^^New York^No^No
143^Rental Agreement^Zebra Technologies International, LLC ('Zebra'), Zebra Technologies do Brasil - ComÃ©rcio de Produtos de InformÃ¥tica Ltda.('Zebra Brazil'), Xplore Technologies Corporation of America ('Xplore'), (Zebra, Zebra Brazil and Explore collectively as 'Zebra'); ScanSource, Inc. ('ScanSource'), ScanSource Latin America, Inc. ('ScanSource Latin America'), ScanSource Brazil Distribuidora de Technologias, Ltda. 'ScanSource Brazil'), SCANSOURCE DE MEXICO S. DE R.L. DE C.V. ('ScanSource Mexico') ,('ScanSource', 'ScanSource Latin America' , 'ScanSource Brazil' and ScanSource Mexico collectively 'Distributor')('Zebra' and 'Distributor' are referred to collectively as 'Parties' and individually as a 'Party')^2/4/19^2/4/19^^^^^No^No
144^AMENDMENT NO. 3 TO THE NONEXCLUSIVE VALUE ADDED DISTRIBUTOR AGREEMENT^Cisco Systems, Inc. ('Cisco'); ScanSource, Inc. ('Distributor')^8/4/10^^1/20/12^^^^No^No
145^DISTRIBUTOR AGREEMENT^Co-Diagnostics, Inc. ('Principal'); PreCheck Health Services, Inc. ('Distributor')^3/19/20^^3/18/21^^^Texas^Yes^No
146^EXCLUSIVE DISTRIBUTOR AGREEMENT^SMART RX SYSTEMS, INC. ('Company'); A3 DEVELOPMENT GROUP, LLC ('Distributor')^5/17/17^^5/17/22^successive 1 year^180 days^Texas^No^Yes
147^DISTRIBUTORSHIP AGREEMENT^STARAR SURGICAL AG ('STAAR'); Distributor ('Distributor')^^^^successive 1 year^^California^Yes^Yes
148^DISTRIBUTORSHIP AGREEMENT^Bank of America, N.A. ('Bank of America'); Cardlytics, ('Supplier')^3/18/19^3/18/19^9/1/45^^^New York^Yes^Yes
149^INTELLECTUAL PROPERTY AGREEMENT^Bank of America, N.A. ('Bank of America'); Cardlytics, ('Supplier')^12/31/18^12/31/18^perpetual^^^Delaware^No^No
150^WIRELESS CONTENT LICENSE AGREEMENT^Bank of America, N.A. ('Bank of America'); Cardlytics, ('Supplier')^12/16/04^12/16/04^12/31/06^^^California^No^Yes
151^Rental Agreement^Fox Mobile Entertainment ('Fox'); Glu Mobile, Inc. f/k/a Sorrent, Inc. ('Licensee')^11/18/05^^^^^^No^Yes
152^Rental Agreement^Fox Mobile Entertainment, Inc. ('Fox'); Glu Mobile, Inc. f/k/a Sorrent, Inc. ('Licensee')^3/27/06^^^^^^No^No
153^Rental Agreement^Fox Mobile Entertainment, Inc. ('Fox'); Glu Mobile Inc. ('Licensee')^2/19/07^^12/31/06^^^^No^No
154^DOMAIN NAME AND CONTENT LICENSE AGREEMENT^Bank of America, N.A. ('Bank of America'); Cardlytics, ('Supplier')^^^^^^People's Republic of China^No^Yes
155^MUTUAL TERMINATION AGREEMENT^Beijing SINA Internet Information Service Co. ('Beijing SINA'); Shanghai SINA Leju Information Technology Co. Ltd. ('SINA Leju')^1/2/2009^^^^^People's Republic of China^No^No
156^ENDORSEMENT AGREEMENT^Bank of America, N.A. ('Bank of America'); Cardlytics, ('Supplier')^3/15/19^3/15/19^3/15/22^^^Delaware^No^Yes
157^SAMPLE OF NON-DISCLOSURE AND NON-COMPETITION AGREEMENT^Fox Mobile Entertainment, Inc. ('Fox'); Glu Mobile Inc. ('Licensee')^01/02/20^^^^^^Yes^No
158^FORM OF FRANCHISE AGREEMENT^Bank of America, N.A. ('Bank of America'); Cardlytics, ('Supplier')^^^^10 years^^Florida^Yes^No
159^  CONTENT LICENSE, MARKETING AND SALES AGREEMENT^ExxonMobil Chemical Company ('Seller'); West Pharmaceutical Services, Inc. ('Buyer')^1/15/08^1/15/08^2/28/13^3 years^^Illinois^Yes^Yes
160^SUPPLIER/SUBCONTRACTOR CONTRACT^Playboy.com, Inc. ('Purchaser'); Supplier^^^^^^^Yes^No
161^NONEXCLUSIVE VALUE ADDED DISTRIBUTOR AGREEMENT^ScanSource, Inc. ('Distributor'); Cisco Systems, Inc. ('Cisco')^1/22/07^1/22/07^1/22/09^1 year^^New York^No^Yes
162^Software License Agreement [v.08.05.03]^Bank of America, N.A. ('Bank of America'); Cardlytics, ('Supplier')^^^perpetual^^^California^No^No
163^SOFTWARE DEVELOPMENT AGREEMENT^Bank of America, N.A. ('Bank of America'); Cardlytics, ('Supplier')^12/3/18^12/3/18^perpetual^^^^No^No
164^SOFTWARE DEVELOPMENT AGREEMENT^SEATTLE SOFTWARE DEVELOPERS, Inc. ('Developer'); PELICAN DELIVERS INC. ('Client')^^^^^^^No^No
165^MANUFACTURING AGREEMENT^Stremicks Heritage Foods, LLC ('Heritage'); PREMIER NUTRITION CORPORATION ('Premier')('Party:, collectively, 'Parties')^7/1/17^7/1/17^12/31/22^^^California^No^No
166^MANUFACTURING AGREEMENT^Stremick's Heritage Foods, LLC ('Heritage'); Premier Nutrition Corporation ('Premier')^6/11/18^6/11/18^^^^^No^No
168^Rental Agreement^Stremick's Heritage Foods, LLC ('Heritage'); Premier Nutrition Corporation ('Premier'); Heritage and Premier (individually as a 'Party' and collectively as 'Parties')^10/1/18^10/1/18^12/31/21^^^^No^No
169^CONSULTING AGREEMENT^Slinger Bag Inc. ('Company'); Aitan Zacharin ( 'Consultant')^04/302^7/3/19^7/3/19^7/3/19^^New York^No^No
170^CONSULTING AGREEMENT^Kriomic, Inc ('Company'); Gianluca Rotino ('Consultant')^7/20/18^7/1/18^perpetual^^^Texas^Yes^No
171^CONSULTING AGREEMENT^GROUPE PARAMEUS CORP ('Consultant'); Sphere 3D Corp. ('Company')^6/1/20^6/1/20^6/1/21^1 month^5 days^New York^No^No
172^CONSULTING AGREEMENT^Global Technologies, Ltd ('Company'); Timothy Cabrera ('Consultant'); Company and Consultant (individually, a 'Party'; collectively, 'Parties')^1/2/20^1/2/20^1/2/21^^^Florida^No^No
173^CONSULTING AGREEMENT^EMERALD HEALTH NATURALS, INC ('Emerald', 'Company'); DR. GAETANO MORELLO N.D. INC ('Contractor')^1/10/19^1/10/19^^^^British Columbia, Canada^No^No
174^CONSULTING AGREEMENT^Gunston Consulting, LLC ('CONSULTANT'); Medalist Diversified REIT, Inc. ('REIT', 'Company'); CONSULTANT and Company (collectively 'Parties')^3/1/20^3/1/20^3/1/21^12 months^^Virginia^Yes^No
175^Consulting Agreement^Driven Deliveries, Inc ('Company'); TruckThat LLC ('Consultant'); Company and Consultant (singularly as a 'Party' or collectively as 'Parties')^5/1/19^5/1/19^^^^California^Yes^No
176^CONSULTING AGREEMENT^Aduro Biotech, Inc ('Aduro'); IREYA B.V ('Consultant')^6/1/20^7/1/20^12/31/20^^^California^No^No
177^CONSULTING AGREEMENT^Immunotolerance, Inc. ('Company'); Alan Crane ('Consultant')^3/27/17^^3/27/21^successive 1 year^90 days^Massachusetts^No^No
178^CONSULTING AGREEMENT^CORAL GOLD RESOURCED LTD. ('Company'); INTERMARK CAPITAL CORP. ('Consultant')^2/1/20^2/1/20^31/01/2025^^^British Columbia, Canada^No^No
179^FRANCHISE AGREEMENT^Pretzel Time, Inc. doing business as Pretzel Time ('Pretzel Time'; 'FRANCHISOR'); Franchisee ('Franchisee')^1/2/19^1/2/19^^5 years^6 months^Pennsylvania^Yes^Yes
180^CONSULTING AGREEMENT^Aduro Biotech, Inc. ('Aduro'); IREYA B.V ('Consultant')^6/1/20^7/1/20^12/31/20^^^California^No^Yes
181^WEB SITE HOSTING AGREEMENT^Centrack International Inc. ('Customer'); i-on interactive Inc. ('i-on')^4/6/99^4/1/99^10/1/99^successive 1 month^15 days^Florida^No^No
182^HOSTING AGREEMENT^eGain Communications Corporation ('eGain'); Eliance Corporation ('Customer')^^^^successine 1 year^30 days^California^No^No
183^Premium Managed Hosting Agreement^Bank of America, N.A. ('Bank of America'); Cardlytics, ('Supplier')^3/1/05^3/1/05^2/28/06^^^^No^No
184^Online Hosting Agreement^Diplomat Direct Marketing Corporation ('Diplomat'); Tadeo E-Commerce Corp. ('Tadeo')^6/1/99^6/1/99^6/1/00^1 year^^New York^No^No
185^LICENSE AND HOSTING AGREEMENT^Transaction Applications Group, Inc. ('TAG'); Legacy Marketing Group, Inc. ('LMG')^10/17/07^10/17/07^^^^Georgia^No^No
186^Franchise Agreement^BW-3 FRANCHISE SYSTEMS, INC. ('Franchisor', 'we' or 'us'); Franchisee ('you')^1/2/20^^^2 successive 5 years^3 months^THE STATE IN WHICH THE FRANCHISED RESTAURANT IS LOCATED; THE UNITED STATES TRADEMARK ACT OF 1946^Yes^Yes
187^AGENCY AGREEMENT^Bon-Ton Stores, Inc. and its associated chapter 11 debtors inpossession (collectively, 'Merchant'); GA Retail, Inc. ('GA'); Tiger Capital Group, LLC ('Tiger' and collectively with GA, 'Agent'); Wilmington Savings Fund Society, FSB ('Notes Trustee' and collectively with Agent, 'Purchaser'); Purchaser and Merchant (collectively 'Parties')^4/18/18^^^^^Delaware^No^Yes
188^AGENCY AGREEMENT^Athens Bancshares Corporation ('Company'); Athens Federal Community Bank ('Bank'); Keefe, bruyette & Woods, Inc. ('Agent')^1/2/2009^^^^^New York^No^Yes
189^Support and Maintenance Agreement^Athens Bancshares Corporation ('Company'); Athens Federal Community Bank ('Bank'); Keefe, bruyette & Woods, Inc. ('Agent')^1/2/20^1/2/20^1/2/2001^successive 1 year^30 days^California^No^No
190^Yield Maintenance Agreement^Wells Fargo Bank on behalf of Wells Fargo Mortgage Backed Securities 2006-6 Trust ('Counterparty'); UBS AG ('UBS AG')^4/27/06^4/1/06^4/1/09^^^New York^No^No
191^MAINTENANCE AGREEMENT^Netzee, inc. ('Netzee'); Bankers Bank ('Bankers Bank')^^3/1/01^3/1/02^successive 1 year^^^No^No
192^MAINTENANCE AGREEMENT^SAGEM S.A. ('MORPHO'); XIMAGE corporation ('XIMAGE')^1/31/94^12/10/93^12/10/94^successive 1 year^60 days^^No^No
193^Services Agreement^Bank of America, N.A. ('Bank of America'); Cardlytics, ('Supplier')^10/1/19^11/1/19^12/31/20^^^Israel^No^No
194^SERVICING AGREEMENT^Bank of America, N.A. ('Bank of America'); Cardlytics, ('Supplier')^1/2/20^1/2/20^^^^Delaware^No^No
195^SERVICING AGREEMENT^CURO RECEIVABLES FINANCE II, LLC ('Owner'); CURO MANAGEMENT, LLC ('Servicer')^4/8/20^^perpetual^^^New York^No^No
196^SERVICE AGREEMENT FOR TRANSFER AGENT SERVICES^Bank of America, N.A. ('Bank of America'); Cardlytics, ('Supplier')^1/26/11^^1/26/14^successive 3 years^60 days^New York^No^No
197^SERVICES AGREEMENT^Oaktree Capital Management. L.P. ('Oaktree US'); Oaktree Capital Management (International) Limited ('Sub-Advisor')^9/25/18^9/25/18^^^^England and Wales, UK^No^No
198^Master Service Agreement^CRO Consultiong (Pty) Limited ('CRO'); Purinis Pharmaceuticals LLC ('Client')^5/25/08^5/25/18^^^^Connecticut^No^No
199^MASTER SERVICES AGREEMENT (^Clear Capital ('Company'); Radial Spark, LLC ('Contractor')^9/24/18^9/24/18^perpetual^^^Arizona^No^No
200^SERVICES AGREEMENT^PFS Funds ('Trust'); Potomac Fund Management, Inc. ('Adviser')^6/24/20^6/24/20^6/24/22^^^Massachusetts^No^No
201^SERVICES AGREEMENT^Idan Maimon ('Maimon'); Intellisense Solutions Inc. ('Company')^4/1/19^4/1/19^4/1/20^^^New York^Yes^No
202^SERVICE AGREEMENT^Victory Portfolios ('Trust'); Hartford Life Insurance Co., Inc. ('Administrator')^9/28/04^^perpetual^^^Ohio^No^No
203^SERVICES AGREEMENT^TransMontaigne Management Company, LLC ('EmployeeCo'); TLP Management Services, LLC ('Operating Company'); (each 'Party,' collectively 'Parties')^8/2/19^8/2/19^perpetual^^^Colorado^No^No
204^SERVICE AGREEMENT^WPP 2005 LIMITED ('Company'); JOHN ROGERS ('Executive')^10/1/19^1/27/20^perpetual^^^England^Yes^No
205^SERVICE AGREEMENT^BICYCLETX LIMITED ('Company'); NIGEL CROCKETT ('Employee')^9/26/19^9/26/19^perpetual^^^England^Yes^No
206^SERVICE AGREEMENT^Fidelity Investments Institutional Operations Company, Inc. ('FIIOC'); New York Life Insurance and Annuity Corporation ('Company')^1/1/98^1/1/98^^^^Massachusetts^No^No
207^SERVICE AGREEMENT^Rise (Tianjin) Education Information Consulting Co., Ltd. ('Service Provider'); [*] ('Service Recipient')^^^^5 years^^Beijing^No^No
208^Service Agreement^PC Financial Services Private Limited ('PC Financial'); Mobimagic Co., Ltd. ('Mobimagic'); (each as 'Party' collectively as 'Parties')^4/1/19^4/1/19^3/30/20^^^India^No^No
209^Services Agreement^StartEngine Crowdfunding, Inc. ('Company'); Solutions Vending International, Inc ('Customer', 'you')^8/19/19^8/19/19^^^^^No^No
210^SERVICE AGREEMENT^Theravance Biopharma UK Limited ('Employer'); Brett Haumann ('Executive')^4/1/20^4/1/20^perpetual^^^England^No^No
211^SPONSORSHIP AGREEMENT^Domini Advisor Trust ('Trust'); Domini Social Investments LLC ('Domini' or 'Sponser')^2/4/05^2/4/05^perpetual^^^Massachusetts^No^No
212^Sponsorship Agreement^R. C. Boyd Enterprises, LLC ('Company' or 'Boyd'); Cano Petroleum, Inc. ('Sponsor' or 'Cano')^12/5/07^1/1/08^12/31/08^^^Texas^No^No
213^SPONSORSHIP AND DEVELOPMENT AGREEMENT^TEKNIK DIGITAL ARTS INC. ('TDA'); RICK SMITH ENTERPRISES ('Smith')^8/6/04^8/6/04^8/6/07^^^Arizona^No^Yes
214^SPONSORSHIP AGREEMENT^Stallings Capital Group  Consultants, Ltd. ('Racing'); GAINSCO, INC. ('Sponser')^1/1/10^1/1/10^12/31/10^^^Texas^Yes^No
215^SPONSORSHIP AGREEMENT^iPayment, Inc. ('ISO'); First Data Merchant Services Corporation ('FDMS'); Wells Fargo Bank, N.A. ('Bank')^1/29/07^1/29/07^6/30/10^perpetual^(6) months^New York^No^No
216^SPONSORSHIP AGREEMENT^PEEK Investments LLC ('Purchaser'); Platinum Partners Value Arbitrage Fund L.P ('Sponser'); Snowy August Fund ILP ('Sponser')^7/16/12^7/16/12^8/15/12^^^New York^No^No
217^Sponsorship Agreement^Intuit Inc. ('Intuit'); Stamps.com Inc. ('Client')^5/14/99^5/14/99^^^^California^Yes^No
218^SPONSORSHIP AGREEMENT^Forty Niners SC Stadium Company LLC ('Forty Niners SC'); Violin Memory, Inc. ('Sponsor'); Forty Niners SC and Sponsor (individually as a 'Party' and collectively as 'Parties.')^6/13/12^6/13/12^6/13/22^^^California^No^Yes
219^SPONSORSHIP  AGREEMENT^XYBERNAUT CORPORATION ('XC'); ALEX JOB RACING, INC. ('AJR');^5/1/02^^10/12/02^^^Virginia^No^Yes
220^CORPORATE SPONSORSHIP AGREEMENT^Phoenix Performance, LLC ('Vendor'); Torevic Inc. ('Torvec')^5/18/10^5/18/10^10/31/10^^^New York^No^No
221^SPONSORSHIP AGREEMENT^drkoop.com, inc.'drkoop.com'; Vitamin Shoppe Industries, Inc. 'Sponsor'^3/11/99^^^^^Delaware^No^Yes
222^SPONSORSHIP AGREEMENT^Excite, Inc.'Excite'; CyberShop 'Client'^3/31/98^3/31/98^perpetual^^^New York^Yes^No
223^Sponsorship Agreement^J. Walter Thompson ('FMM'); iVillage, Inc. ('iVillage')(referred to generically as a 'Party', orcollectively as 'Parties')^12/18/98^^1/4/01^^^New York^No^Yes
224^SPONSORSHIP AGREEMENT^Southern Racing Promotions, Inc. ('SRP'); Logan's Roadhouse, Inc. ('Logan's')^2/24/98^^11/30/98^^^Tennessee^Yes^Yes
225^SPONSORSHIP AGREEMENT^Football Northwest LLC, ('FNW'); Mercata, Inc., ('Sponsor')^7/12/99^7/19/99^^^^Washington^No^No
226^SPONSORSHIP AGREEMENT^HYDRON TECHNOLOGIES, INC. ('Hydron'); MIAMI DOLPHINS, LTD. ('Dolphins')^1/1/97^1/1/97^1/1/01^^^Florida^No^No
227^SPONSORSHIP AGREEMENT^Excite, Inc. ('Excite'); N2K, Inc. ('Sponsor')^9/23/97^9/23/97^9/23/99^^^New York^No^Yes
228^Sponsorship Agreement^RMF Empire, In. DBA West Coast Customs ('WCC'); Bosch International, LLC / XLI Technologies, Inc. ('XLI')^12/1/15^12/1/15^11/30/16^^^^No^No
229^SPONSORSHIP AGREEMENT^Excite, Inc. ('Excite'); Vitamin Shoppe Industries Inc. ('Client')^9/23/98^9/23/98^^^^California^No^No
230^OUTSOURCING AGREEMENT^Twin Cities Power Holdings, LLC ('Company'); Redwater LLC ('Contractor')^1/2/2012^1/2/2012^perpetual^^^Minnesota^No^No
231^Outsourcing Agreement^Virtual Item Processing Systems, Inc. ('VIP'); Brokers National Life Assurance Company ('BNL')^5/1/06^5/1/06^5/1/07^successive 1 year^6 months^Oklahoma^No^No
232^Services Outsourcing Agreement^CCA Industries, Inc. ('Company'); Emerson HealthCare, LLC ('Contractor')^1/20/14^1/20/14^7/20/14^successive 6 months^6 months^New Jersey^No^No
233^Network Management Outsourcing Agreement^(BANK OF SOUTH PACIFIC LIMITED ('BSP' or 'Bank of South Pacific Ltd'); DATEC (PNG) LIMITED ('Datec PNG Limited' or 'Datec' or 'PNG'))^6/16/04^6/16/04^6/16/09^5 years^^Papua New Guinea^No^No
234^MANUFACTURING OUTSOURCING AGREEMENT^Nice Systems Ltc. ('NICE'); Flextronics Israel Ltd. ('CONTRACTOR')^1/21/02^1/21/02^1/21/05^3 years^6 months^Israel^No^No
235^OUTSOURCING AGREEMENT^Sykes HealthPlan Services, Inc. ('SHPS'); HealthPlan Services, Inc. ('HFS')^1/1/98^1/1/98^12/31/98^successive 1 year^90 days^Florida^No^Yes
236^Outsourcing Agreement^Tri City National Bank ('Customer'); Marshall & Ilsley Corporation ('M&I')^2/16/98^2/16/98^11/16/06^12 months^^Wisconsin^No^No
237^TECHNOLOGY OUTSOURCING AGREEMENT^Oriental Financial Group Inc. ('Customer'); Melavante Corporation ('Melavante')^1/26/07^1/26/07^11/30/14^12 Months^3 Months^New York^No^Yes
238^OUTSOURCING AGREEMENT^(Dragon Systems, Inc. ('Dragon Systems'); Modus Media International ('MMI')^1/19/98^1/19/98^perpetual^^^Massachusetts; Netherlands^No^No
239^PHOTO RETOUCHING OUTSOURCING AGREEMENT^(DGT Corp. ('DGT'); Dolphin Industries Limited ('Dolphin')^6/1/06^^^^^Nevada^No^Yes
240^Outsourcing Base Agreement^(International Business Machines Corporation ('IBM'); Manufacturers' Services Western US Operations, Inc. ('MSL'))^5/5/98^6/1/98^6/1/01^successive 12 months; successive 6 months;^6 months; 12 months^New York^No^No
241^OUTSOURCING AGREEMENT^WYZZ, Inc. and WYZZ Licensee, Inc. (collectively 'WYZZ'); Peoria, L.L.C. ('NEXSTAR')^11/28/01^12/1/01^11/28/08^^^Maryland^No^No
242^ASP and Outsourcing Agreement^E.PIPHANY, INC. ('E.piphany'); HIGH SPEED NET SOLUTIONS, INC. ('HSNS')^7/31/20^7/31/20^7/31/20^^^California^No^No
243^United National Bancorp Enters Into Outsourcing Agreement with the BISYS Group, Inc.^United National Bancorp ('UNBJ'); United National Bank; BISYS Group, Inc. ('BISYS')^2/18/99^^^^^^No^No
244^Reseller Agreement^695014 B.C. Ltd. dba Galaxy Telecom ('Galaxy'); Galaxy Telnet SRL ('Telnet')^6/1/04^6/1/04^6/1/06^successive 1 year^60 days^British Columbia, Canada^No^No
245^Distribution Agreement^American Express Incentive Services, L.L.C. ('AEIS'); Schoolpop, Inc. ('Schoolpop')^^8/1/04^7/31/09^^^Missouri^No^Yes
246^RESELLER AGREEMENT^McDATA Corporation ('McDATA'); MTI Technology Corporation ('Reseller')^9/29/04^9/29/04^9/29/05^successive 1 year^^Colorado^No^No
247^RESELLER AGREEMENT^MediaNet Group Technologies, Inc. ('MEDIANET GROUP TECHNOLOGIES'); International Direct Response, Inc. ('RESELLER')^3/19/04^3/19/04^3/19/05^successive 1 year^^Florida^No^No
248^Amendment nÂ° 01   to the Global Maintenance Agreement ref. DS/C-3957/14 Issue 7^Bank of America, N.A. ('Bank of America'); Cardlytics, ('Supplier')^1/6/16^1/6/16^7/31/20^^^New York^No^No
249^GLOBAL MAINTENANCE AGREEMENT (^Bank of America, N.A. ('Bank of America'); Cardlytics, ('Supplier')^3/9/15^7/31/20^7/31/20^3 days^^New York^No^Yes
250^Customization Schedule^^^^^^^^^
251^SCHEDULE TO Software License, Customization and Maintenance Agreement^Cardlytics, Inc. ('Supplier'); Bank of America, N.A ('Bank of America')^3/4/11^3/3/11^7/31/20^1 year^^^No^No
252^Product License Schedule^^^^^^^^^
253^ Software License, Customization and Maintenance Agreement^Cardlytics, Inc. ('Supplier');  Bank of America, N.A. ('Bank of America');^11/4/10^11/4/10^perpetual^^^North Carolina^No^No
254^AGENCY AGREEMENT^Bank of America, N.A. ('Bank of America'); Cardlytics, ('Supplier')^5/21/15^^^^^Ontario, Canada^No^Yes
255^AGENTSâ CERTIFICATE^Bank of America, N.A. ('Bank of America'); Cardlytics, ('Supplier')^1/2/2015^^^^^^No^No
256^Supply Agreement^MediWound Ltd. ('MediWound'); Challenge Bioproducts Corporation Ltd. ('CBC')^1/11/01^^^^^New York^No^Yes
257^SUPPLY AGREEMENT^Integra LifeSciences Corporation ('Integra'); PcoMed, LLC ('PcoMed')^5/15/13^5/15/13^^^^New Jersey^No^Yes
258^SUPPLY AGREEMENT^Profound Medical Inc. ('Customer'); Philips Medical Systems Nederland B.V. ('Philips'); (Customer and Philips hereinafter also collectively referred to as 'Parties' and individually as a 'Party')^7/31/17^7/31/17^31/12/20^^^Netherlands^No^No
259^SUPPLY AGREEMENT^Bank of America, N.A. ('Bank of America'); Cardlytics, ('Supplier')^1/27/20^1/27/20^^^^Colorado^No^No
260^Supply Agreement^Bank of America, N.A. ('Bank of America'); Cardlytics, ('Supplier')^3/27/19^3/27/19^3/27/29^successive 5 years^^New York^No^No
261^SUPPLY AGREEMENT^Florida Chemical Company, LLC ('FCC'); Flotek Chemistry LLC ('Flotek')^2/28/19^2/28/19^12/31/23^^^Delaware^No^No
262^TRANSPORTATION CONTRACT  GENERAL CONDITIONS^SOLANA PETROLEUM EXPLORATION  COLOMBIA LIMITED ('SENDER'); ECOPETROL S.A.('ECOPETROL') ('SHIPPER')^1/30/12^1/30/12^7/29/12^^^Colombia^No^No
263^TRANSPORTATION SERVICE AGREEMENT^Arkansas Western Pipeline Company ('Transporter'); Associated Natural Gas Company ('Shipper')^5/20/92^^^successive 1 month^60 days; 180 days^Arkansas^No^No
264^MARKETING AND TRANSPORTATION SERVICES AGREEMENT^Purolator Courier Ltd. ('Purolator'); Parcelway Courier Systems Canada Ltd. a subsidiary of Dynamex Inc. ('Dynamex')^11/20/95^11/20/95^perpetual^^^Province of Ontario, Canada^Yes^Yes
265^TRANSPORTATION SERVICES AGREEMENT^Marathon Petroleum Company LP ('Shipper'); Marathon Pipe Line LLC ('MPL'); Marathon Petroleum Company LP and Marathon Pipe Line LLC (jointly as 'Parties' and individually as a 'Party')^6/11/15^6/11/15^6/11/30^25 years^6 months^Ohio^No^No
266^TRANSPORTATION CONTRACT^JSC NOC KazakhOil ('Company'); JSC Karakudukmunay ('Principal'); collectively referred to as 'Parties'^1/3/00^^11/30/04^successive 12 months^65 days^Republic of Kazakhstan^No^No
267^GAS TRANSPORTATION AGREEMENT^TENNESSEE GAS PIPELINE COMPANY ('Transporter'); LOUISVILLE GAS AND ELECTRIC COMPANY ('Shipper'); Transporter and Shipper shall collectively be referred to herein as 'Parties'.^11/1/02^11/1/02^10/31/12^^^Texas^No^No
268^Collaboration Agreement^MacroGenics, Inc. ('MacroGenics'); Green Cross Corp. ('Green Cross'); MacroGenics and Green Cross (individually as a 'Party' or collectively as 'Parties')^11/1/02^11/1/02^11/1/02^6/2/2010^^^Yes^Yes
269^Cooperation Agreement^Xi'an Zhonghong New Energy Technology Co., Ltd. ('Party A'); Boxing County Chengli Gas Supply Co., Ltd. ('Party B')^11/1/02^^7/2/33^^^^No^No
270^Cooperation Agreement^Dazzle Interactive Network Technologies Co., Ltd. ('Party A'); Shenzhen iDreamSky Technology Co., Ltd. ('Party B')^1/1/13^1/1/13^1/1/14^1 year^^^Yes^No
271^Cooperation Agreement (2014 Amendment)^Nanjing Tuniu Technology Co., Ltd. ('Party A'); Beijing Tuniu Technology Co., Ltd. ('Party B')^1/24/14^1/24/14^perpetual^^^People's Republic of China^Yes^Yes
272^Collaboration Agreement^Didi Chuxing Technology Co., Ltd. ('Party A'); Hunan Ruixi Financial Leasing Co., Ltd ('Party B'); Party A and Party B (individually referred to as a 'Party' and collectively as 'Parties')^12/17/18^12/17/18^12/17/19^6/2/2010^^China^Yes^No
273^COLLABORATION AGREEMENT^Ginkgo Bioworks, Inc. ('Ginko'); Berkely Lights, Inc. ('BLI'); Gingko and BLI ('Party', collectively as 'Parties')^9/13/19^9/13/19^9/13/26^6/2/2010^^Delaware^Yes^No
274^Intellectual Property Agreement^Marv Enterprises, LLC ('Marv'); Premier Biomedical, Inc. ('Premier'); Technology Health, Inc. ('THI'); (Each shall be referred to as a 'Party' and collectively as 'Parties.')^5/12/20^5/12/20^^6/2/2010^^Pennsylvania^No^Yes
275^Promotion Agreement^MiddleBrook Pharmaceuticals, Inc. ('MBRK'); DoctorDirectory.com, Inc ('DD'); (collectively 'Parties')^2/3/10^2/3/10^2/3/13^successive 1 year^^North Carolina^No^No
276^PROMOTION AGREEMENT^ASHWORTH, INC. ('Company, 'Ashworth'); JAMES W. NANTZ III ('Nantz'); NANTZ COMMUNICATIONS, INC. ('Nantz Communications')^6/1/98^6/1/98^5/31/01^^^California^No^Yes
277^PROMOTION AGREEMENT^Charity Tunes Inc. ('Charity Tunes'); ConAgra Foods Canada  Inc. ('Sponsor')^6/29/09^^^^^Ontario, Canada^No^Yes
278^Promotion and Distribution Agreement^Whitesmoke Inc. ('Distributor'); Google Inc ('Google')^^8/1/11^7/31/13^^^England^No^No
